occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
220071,occ,NA,NA,22680,cf. Aetosaurus sp.,genus,38269,,Aetosaurus,NA,genus,38269,Norian,,228,208.5,Sander,1992,5702,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Aetosaurus,NA,NA,NA,,8.016667,47.5,,"""Gruhalde"" clay quarry, Frick (Bed 65)",NA,"ETE Locality 1555, Frick bonebed, Tonwerke Keller",CH,Aargau,,based on nearby landmark,4,outcrop,"""Gruhalde"" clay quarry, Frick, Kanton Aargau, Switzerland. Quarry of the Tonwerke Keller A. G. at Frick, coordinates 642-900/262-050.",gplates,305,mid,21.05,28.61,CH,,Klettgau,Keuper,Gruhalde,bed,,Frick,65,,,,,NA,NA,"Bed 65 is bone-bearing layer, 8.2 m above Gansinger Dolomit and 1.9 m below Liassic Insektenmergel. Rhät missing at Frick, so this bed is equivalent to Knollenmergel, or upper Middle Keuper. Layer locally called the ""Obere bunte Mergelschichten"" = actually is lower part of Löwenstein Fm. Now the Gruhalde Member of the Klettgau Fm.","ETE rock type adj: ""grnsh,grysh,pink"", ETE lithology comments: . ""a 4 to .5 m bed of gray to violet gray to partly greenish spotted marl within the upper variegated marl beds""",marl,"gray,green,red",,,Y,,,,,,"""floodplain""",,"ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: ., ETE env comment: miring","macrofossils,mesofossils",,many,,,,NA,,body,good,autochthonous,time-averaged,concentrate,-multiple events,life position,,,occasional,occasional,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taphonomic,"selective quarrying,surface (in situ),mechanical,field collection",,,18 specimens,1000000 cm2 (area),E. Wälchli,"1961, 1976–1988, 2016 ",ETE reference list: 478; discovered by children of a quality controller (Ernst Wälchli) at brickwork company in 1961,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
220072,occ,NA,NA,22680,cf. Saltoposuchus sp.,genus,38315,,Saltoposuchus,NA,genus,38315,Norian,,228,208.5,Sander,1992,5702,Chordata,Reptilia,Loricata,NO_FAMILY_SPECIFIED,Saltoposuchus,NA,NA,NA,,8.016667,47.5,,"""Gruhalde"" clay quarry, Frick (Bed 65)",NA,"ETE Locality 1555, Frick bonebed, Tonwerke Keller",CH,Aargau,,based on nearby landmark,4,outcrop,"""Gruhalde"" clay quarry, Frick, Kanton Aargau, Switzerland. Quarry of the Tonwerke Keller A. G. at Frick, coordinates 642-900/262-050.",gplates,305,mid,21.05,28.61,CH,,Klettgau,Keuper,Gruhalde,bed,,Frick,65,,,,,NA,NA,"Bed 65 is bone-bearing layer, 8.2 m above Gansinger Dolomit and 1.9 m below Liassic Insektenmergel. Rhät missing at Frick, so this bed is equivalent to Knollenmergel, or upper Middle Keuper. Layer locally called the ""Obere bunte Mergelschichten"" = actually is lower part of Löwenstein Fm. Now the Gruhalde Member of the Klettgau Fm.","ETE rock type adj: ""grnsh,grysh,pink"", ETE lithology comments: . ""a 4 to .5 m bed of gray to violet gray to partly greenish spotted marl within the upper variegated marl beds""",marl,"gray,green,red",,,Y,,,,,,"""floodplain""",,"ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: ., ETE env comment: miring","macrofossils,mesofossils",,many,,,,NA,,body,good,autochthonous,time-averaged,concentrate,-multiple events,life position,,,occasional,occasional,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taphonomic,"selective quarrying,surface (in situ),mechanical,field collection",,,18 specimens,1000000 cm2 (area),E. Wälchli,"1961, 1976–1988, 2016 ",ETE reference list: 478; discovered by children of a quality controller (Ernst Wälchli) at brickwork company in 1961,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
229318,occ,NA,NA,22704,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Carnian,Norian,237,208.5,Heckert,2004,17273,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,4,specimens,-101.247223,32.172222,"NMMNH P-34005, 29400, 34007-09","Otis Chalk Quarry 1, SMU Loc. 122, TMM 31025",NA,"Trilophosaurus Quarry 1, NMMNH L-860, WPA, Work Project No. 13352",US,Texas,Howard,stated in text,seconds,small collection,"SW corner of Section 58, block 29, Waco and Northeastern Railroad. Near Otis Chalk, 25 km southeast of Big Spring, Howard County, West Texas.; about 200 m from Quarry 2 and 1 mi. NNE of Quarry 3",gplates,101,mid,-30.51,7.29,US,,Colorado City,Dockum,,bed,,,,,,,,NA,NA,variously referred to the Iatan or Colorado City of the Dockum Group; low in formation; lower level than Quarry 1,"""red, green, purple and yellowish smectitic mudstones with minor concretions encrusting many of the bones""\r\n""Here the vertebrate fossils occur in a 30 cm-thick red mudstone.""",mudstone,"concretionary,green,red,yellow,blue",,,Y,mudstone,paleosol/pedogenic,,calcareous,,crevasse splay,,"""an overbank or crevasse splay deposit...[in] a floodplain environment that experienced moderate pedogenic modification""","macrofossils,mesofossils",,,,,,NA,,body,good,,snapshot,concentrate,-single event,,,,occasional,,,,taphonomic,"bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","NMMNH,TMM",,,4500 kg,WPA,1939–1941,,"1940 report: ""To date the fauna has resisted all efforts at Identification, and beyond the statement that probably all the fauna is at least rare or mostly undescribed, nothing can be said.""",terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
229324,occ,20616,NA,22704,n. gen. Lythrosuchus n. sp. langstoni,species,159332,recombined as,Poposaurus langstoni,NA,species,159332,Carnian,Norian,237,208.5,Long and Murry,1995,14122,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Poposaurus,NA,NA,1,individuals,-101.247223,32.172222,"TMM 31025-12 (holotype), right ilium. TMM 31025-177, 257, 259. All specimens probably represent a single individual","Otis Chalk Quarry 1, SMU Loc. 122, TMM 31025",NA,"Trilophosaurus Quarry 1, NMMNH L-860, WPA, Work Project No. 13352",US,Texas,Howard,stated in text,seconds,small collection,"SW corner of Section 58, block 29, Waco and Northeastern Railroad. Near Otis Chalk, 25 km southeast of Big Spring, Howard County, West Texas.; about 200 m from Quarry 2 and 1 mi. NNE of Quarry 3",gplates,101,mid,-30.51,7.29,US,,Colorado City,Dockum,,bed,,,,,,,,NA,NA,variously referred to the Iatan or Colorado City of the Dockum Group; low in formation; lower level than Quarry 1,"""red, green, purple and yellowish smectitic mudstones with minor concretions encrusting many of the bones""\r\n""Here the vertebrate fossils occur in a 30 cm-thick red mudstone.""",mudstone,"concretionary,green,red,yellow,blue",,,Y,mudstone,paleosol/pedogenic,,calcareous,,crevasse splay,,"""an overbank or crevasse splay deposit...[in] a floodplain environment that experienced moderate pedogenic modification""","macrofossils,mesofossils",,,,,,NA,,body,good,,snapshot,concentrate,-single event,,,,occasional,,,,taphonomic,"bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","NMMNH,TMM",,,4500 kg,WPA,1939–1941,,"1940 report: ""To date the fauna has resisted all efforts at Identification, and beyond the statement that probably all the fauna is at least rare or mostly undescribed, nothing can be said.""",terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
229335,occ,27632,NA,22707,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Carnian,Norian,237,208.5,Elder,1987,5936,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,6,specimens,-101.254799,32.175007,ETE number of identifiable specimens; species: Phytosauridae,Otis Chalk Quarry 3A,NA,"ETE Locality 1582, TMM Locality 31185, WPA, Work Project No. 13352",US,Texas,Howard,estimated from map,6,small collection,"1.6 km S of Otis Chalk Quarry 1, very close to Quarry 3",gplates,101,mid,-30.52,7.3,US,,Colorado City,Dockum,,bed,,,,,,,,NA,NA,variously referred to te Iatan or Colorado City Members of the Dockum Group,"ETE rock type adj: 0, ETE lithology comments: 0",mudstone,red,,,Y,,,,,,crevasse splay,,"ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: flood, ETE env comment: crev splay",macrofossils,,,,,,NA,,body,,,time-averaged,concentrate,concentrated,,,,,,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taphonomic,field collection,,,17 specimens,,WPA,1939–1940,"ETE Size: .; ETE reference list: 896, 896, 900, 905, 899, 901, 915, 916, 914, 907, 894, 895, 902, 909, 913, 908, 904, 906, 898, 903, 897, 911, 910, 912, 917, 918, 920, 919, ; ETE museum list: ",,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
229337,occ,36458,NA,22707,Typothorax n. sp. meadei,species,159291,"misspelling of, recombined as",Longosuchus meadei,NA,species,159291,Carnian,Norian,237,208.5,Sawin,1947,43405,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Longosuchus,NA,NA,6,specimens,-101.254799,32.175007,,Otis Chalk Quarry 3A,NA,"ETE Locality 1582, TMM Locality 31185, WPA, Work Project No. 13352",US,Texas,Howard,estimated from map,6,small collection,"1.6 km S of Otis Chalk Quarry 1, very close to Quarry 3",gplates,101,mid,-30.52,7.3,US,,Colorado City,Dockum,,bed,,,,,,,,NA,NA,variously referred to te Iatan or Colorado City Members of the Dockum Group,"ETE rock type adj: 0, ETE lithology comments: 0",mudstone,red,,,Y,,,,,,crevasse splay,,"ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: flood, ETE env comment: crev splay",macrofossils,,,,,,NA,,body,,,time-averaged,concentrate,concentrated,,,,,,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taphonomic,field collection,,,17 specimens,,WPA,1939–1940,"ETE Size: .; ETE reference list: 896, 896, 900, 905, 899, 901, 915, 916, 914, 907, 894, 895, 902, 909, 913, 908, 904, 906, 898, 903, 897, 911, 910, 912, 917, 918, 920, 919, ; ETE museum list: ",,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
256436,occ,NA,NA,24877,Saurosuchus galilei,species,119066,,Saurosuchus galilei,NA,species,119066,Carnian,,237,228,Sereno et al.,1993,6971,Chordata,Reptilia,Loricata,NO_FAMILY_SPECIFIED,Saurosuchus,NA,NA,NA,,-68.904999,-31.10111,,"northeast edge, Cancha de Bochas",NA,"Eoraptor type, Valle de la Luna",AR,San Juan,,stated in text,seconds,small collection,"NE edge, Cancha de Bochas, Valle de la Luna, Ischigualasto-Villa Unión Basin, San Juan Province, Argentina",gplates,291,mid,-27.45,-37.31,AR,,Ischigualasto,,Cancha de Bochas,bed,Scaphonyx-Exaeretodon-Herrerasaurus,,,,,,,NA,NA,"lower third of formation. Collected from the ""Scaphonyx-Exaeretodon-Herrerasaurus\r\nbiozone"" of Martinez et al. (2011: Science 331: 206) which reportedly represents ""a narrow temporal interval from 231.5 to 229 Ma in the latter half of the Carnian stage"". ","muddy siltstone; ""reddish-gray""",siltstone,"gray,red",,,Y,,,,,,terrestrial indet.,,,macrofossils,many,some,,,,NA,,body,good,,snapshot,,,life position,,,,,,,taxonomic,"selective quarrying,mechanical,field collection",,species names,,,R. N. Martínez,1991,"Eoraptor found in ""close association"" with other taxa listed, but specifics are not given.\r\nPVSJ: Instituto y Museo de Ciencias Naturales, Universidad Nacional de San Juan, San Juan 5400, Argentina","""Undescribed carnivorous cynodont"" is probably Ecteninion.",terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
256437,occ,NA,NA,24877,Aetosauroides sp.,genus,38272,,Aetosauroides,NA,genus,38272,Carnian,,237,228,Sereno et al.,1993,6971,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Aetosauroides,NA,NA,NA,,-68.904999,-31.10111,,"northeast edge, Cancha de Bochas",NA,"Eoraptor type, Valle de la Luna",AR,San Juan,,stated in text,seconds,small collection,"NE edge, Cancha de Bochas, Valle de la Luna, Ischigualasto-Villa Unión Basin, San Juan Province, Argentina",gplates,291,mid,-27.45,-37.31,AR,,Ischigualasto,,Cancha de Bochas,bed,Scaphonyx-Exaeretodon-Herrerasaurus,,,,,,,NA,NA,"lower third of formation. Collected from the ""Scaphonyx-Exaeretodon-Herrerasaurus\r\nbiozone"" of Martinez et al. (2011: Science 331: 206) which reportedly represents ""a narrow temporal interval from 231.5 to 229 Ma in the latter half of the Carnian stage"". ","muddy siltstone; ""reddish-gray""",siltstone,"gray,red",,,Y,,,,,,terrestrial indet.,,,macrofossils,many,some,,,,NA,,body,good,,snapshot,,,life position,,,,,,,taxonomic,"selective quarrying,mechanical,field collection",,species names,,,R. N. Martínez,1991,"Eoraptor found in ""close association"" with other taxa listed, but specifics are not given.\r\nPVSJ: Instituto y Museo de Ciencias Naturales, Universidad Nacional de San Juan, San Juan 5400, Argentina","""Undescribed carnivorous cynodont"" is probably Ecteninion.",terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
261808,occ,NA,NA,25298,Terrestrisuchus sp.,genus,38316,,Terrestrisuchus,NA,genus,38316,Rhaetian,,208.5,201.3,Fraser and Padian,1995,17019,Chordata,Reptilia,Loricata,NO_FAMILY_SPECIFIED,Terrestrisuchus,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry (1990 fill),NA,Slickstones,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916. This locality is the new fissure fill discovered in 1990. ,gplates,315,mid,8.97,34.38,UK,,,,,group of beds,,,,,,,,NA,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nMorton et al. 2017: biostratigraphy of conchostracans from the fissure deposits of Cromhall Quarry also support a late Rhaetian age",,not reported,,,,,,,,,,fissure fill,,,"macrofossils,mesofossils",none,none,,,,NA,,body,variable,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,field collection",,,,,N. Fraser,1990,VMNH: Virginia Museum of Natural History,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
261809,occ,NA,NA,25298,Rauisuchiformes indet.,unranked clade,119067,,Rauisuchiformes,NA,unranked clade,119067,Rhaetian,,208.5,201.3,Fraser et al.,2002,7095,Chordata,Reptilia,,,,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry (1990 fill),NA,Slickstones,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916. This locality is the new fissure fill discovered in 1990. ,gplates,315,mid,8.97,34.38,UK,,,,,group of beds,,,,,,,,NA,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nMorton et al. 2017: biostratigraphy of conchostracans from the fissure deposits of Cromhall Quarry also support a late Rhaetian age",,not reported,,,,,,,,,,fissure fill,,,"macrofossils,mesofossils",none,none,,,,NA,,body,variable,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,field collection",,,,,N. Fraser,1990,VMNH: Virginia Museum of Natural History,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
